Site_ID,Site_Type,Site_Name,State,Latitude,Longitude,Lat_Long_Datum,Lat_Long_Source,Elevation_in_Meters,Elevation_Source,Degree_of_Development_Surrounding_Site,Landscape_Description,Proximity_to_Road,Proximity_to_Permanent_Water,Area_of_Site,Type_of_Forest_at_Site,Presence_of_Slope,Location_Relative_to_Slope,Slope_Aspect,Presence_of_Domesticated_Cats,Presence_of_Domesticated_Dogs,Presence_of_Domesticated_Animals,Presence_of_Garden,Presence_of_Bird_Feeder,Presence_of_Nesting_Box,Presence_of_Fruit,Presence_of_Birdbath,Presence_of_Other_Features_Designed_to_Attract_Animals,Site_Comments,Site_Registration_Date,num_individuals,num_records,group_name,
"101","Personal","PPN_140264","KS","37.169998","-98.029999","WGS84","User","417","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_140264","","3","909",""
"105","Personal","PPN_143158","KS","39.344501","-101.748596","WGS84","User","1129","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_143158","","1","8",""
"106","Personal","PPN_148250","KS","39.776798","-95.086197","WGS84","User","351","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_148250","","2","3",""
"109","Group","PPN, Site #190998","MA","42.116192","-71.906700","WGS84","Google Maps","156","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_190998","","4","250","Manual Entry"
"110","Personal","PPN_194246","MA","42.270000","-72.879997","WGS84","User","183","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_194246","","2","157",""
"111","Personal","PPN_196322","MA","42.540001","-72.180000","WGS84","","350","","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","30 ft","","","Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat","","","","","","1","","","","","","Plant Phenology Network station PPN_196322","","2","240",""
"113","Personal","PPN_200228","MI","42.241814","-83.693382","WGS84","User","251","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_200228","","7","4083",""
"117","Personal","PPN_202427","MI","42.458736","-82.944107","WGS84","Google Maps","182","User","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Plant Phenology Network station PPN_202427NWS COOP Station Eastpointe","","3","69",""
"119","Personal","PPN_203203","MI","43.722694","-83.057693","WGS84","","233","Auto-USGS-WebService","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","20 yd","17 mi","3 ac","","","","","","","","1","","","","","","Plant Phenology Network station PPN_203203","","6","2926",""
"121","Personal","PPN_203302","MI","42.669998","-84.480003","WGS84","User","268","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_203302","","2","13",""
"123","Personal","PPN_206184","MI","45.318100","-84.207397","WGS84","User","264","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_206184","","1","10",""
"126","Personal","PPN_207901","MI","43.655094","-83.246109","WGS84","","227","Auto-USGS-WebService","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","A mixture of evergreen and deciduous trees","","In the middle of the slope","South","","","","","","","","","","Plant Phenology Network station PPN_207901","","4","4136",""
"127","Personal","PPN_209901","MI","45.340000","-84.430000","WGS84","User","274","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_209901","","2","14",""
"129","Personal","PPN_212842","MN","46.946396","-92.865715","WGS84","Google Maps","388","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_212842","","2","25",""
"130","Personal","PPN_213303","MN","47.241760","-93.492805","WGS84","Google Maps","392","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_213303","","5","2638",""
"132","Personal","PPN_214861","MN","45.704201","-95.018402","WGS84","User","399","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_214861","","11","18003",""
"133","Personal","PPN_215638","MN","45.600399","-95.968102","WGS84","User","344","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_215638","","4","250",""
"134","Personal","PPN_216612","MN","47.250835","-93.585457","WGS84","Google Maps","392","Auto-USGS-WebService","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","Mostly deciduous trees (for example, maple or larch)","","On the top of the slope or on a ridge","North","","","","","","","","","","Plant Phenology Network station PPN_216612","","1","9",""
"136","Personal","PPN_217379","MN","44.931229","-93.153931","WGS84","Google Maps","281","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_217379","","2","40",""
"137","Personal","PPN_230980","MO","39.773998","-93.069603","WGS84","User","236","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_230980","","1","4",""
"141","Personal","PPN_234982","MO","39.947880","-93.247711","WGS84","Google Maps","253","Auto-USGS-WebService","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","200 ft","500 ft","9 ft2","Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...","On the top of the slope or on a ridge","","1","1","","1","","","","","","Plant Phenology Network station PPN_234982","","2","73",""
"142","Personal","PPN_237051","MO","38.799599","-94.442902","WGS84","User","320","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_237051","","1","2",""
"144","Group","PPN_239901","MO","37.116482","-93.422562","WGS84","Google Maps","375","Google Elevation Service","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","10 ft","0.7 mi","21 m2","Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Plant Phenology Network station PPN_239901","","3","370","Wilson's Creek NB"
"145","Personal","PPN_241737","MT","47.866402","-112.461998","WGS84","User","1342","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_241737","","1","26",""
"147","Personal","PPN_243459","MT","47.588600","-110.344398","WGS84","User","1067","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_243459","","1","4",""
"148","Personal","PPN_244447","MT","45.368080","-113.409416","WGS84","Google Maps","1972","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_244447","","1","25",""
"150","Personal","PPN_245761","MT","47.058998","-109.950996","WGS84","User","1294","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_245761","","3","206",""
"151","Personal","PPN_247263","MT","46.533478","-109.344208","WGS84","Google Maps","1324","Google Elevation Service","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","75 yd","40 yd","600 ac","","","","","","","","","","","","","","Plant Phenology Network station PPN_247263","","1","4",""
"153","Group","PPN_247448","MT","47.219101","-113.634499","WGS84","User","1638","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_247448","","1","133","Seeley Lake RD"
"159","Personal","PPN_250865","NE","41.047989","-102.146858","WGS84","User","1045","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_250865","","2","20",""
"166","Personal","PPN_258410","NE","40.207100","-96.066704","WGS84","User","344","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_258410","","1","4",""
"167","Personal","PPN_258755","NE","42.484001","-100.756203","WGS84","User","941","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_258755","","3","5",""
"168","Personal","PPN_261358","NV","37.616550","-114.515198","WGS84","User","1342","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_261358","","3","94",""
"171","Personal","Karen's house","NV","41.033333","-114.471436","WGS84","Google Maps","1775","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_265722","","2","40",""
"172","Personal","PPN_266746","NV","39.740700","-117.085403","WGS84","User","1832","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_266746","","1","12",""
"176","Personal","PPN_301401","NY","44.880001","-73.470001","WGS84","User","61","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_301401","","1","192",""
"177","Personal","PPN_305711","NY","43.970085","-74.217880","WGS84","User","492","Auto-USGS-WebService","Wildlands or semi-wildlands","Forest or woodland","","","","A mixture of evergreen and deciduous trees","No, the surrounding terrain is relatively flat","In the middle of the slope","Northeast","","","","","","","","","","Plant Phenology Network station PPN_305711AEC Biology Residence 1 yard: sugar maple trees at edge of lawn and driveway","","3","426",""
"178","Personal","PPN_309901","NY","42.450108","-76.467155","WGS84","User","254","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_309901","","3","1482",""
"179","Personal","PPN_323004","ND","46.457954","-101.233040","WGS84","User","595","Auto-USGS-WebService","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","50 yd","","","A mixture of evergreen and deciduous trees","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Plant Phenology Network station PPN_323004","","2","87",""
"181","Personal","PPN_324102","ND","46.852001","-102.006897","WGS84","User","661","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_324102","","1","1",""
"182","Personal","old office site","ND","46.004341","-102.646988","WGS84","Google Maps","817","Auto-USGS-WebService","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","Mostly evergreen trees (for example, pine or live oak)","","On the top of the slope or on a ridge","West","","","","","","","","","","Plant Phenology Network station PPN_324180, plant ID = old station site.","","3","5",""
"183","Personal","PPN_328913","ND","48.614853","-100.726822","WGS84","Google Maps","438","Auto-USGS-WebService","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","A mixture of evergreen and deciduous trees","","In the middle of the slope","North","","","","","","","","","","Plant Phenology Network station PPN_328913","","9","574",""
"184","Personal","PPN_339312","OH","40.779999","-81.919998","WGS84","User","311","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_339312","","3","414",""
"185","Personal","PPN_341300","OK","36.369999","-97.300003","WGS84","User","314","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_341300","","2","35",""
"186","Personal","PPN_349901","OK","36.090000","-97.010002","WGS84","User","257","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_349901","","1","15",""
"187","Personal","PPN_349903","OK","36.080002","-97.019997","WGS84","User","270","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_349903","","1","15",""
"188","Personal","PPN_351058","OR","42.223999","-124.092903","WGS84","User","376","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_351058","","1","1",""
"189","Personal","PPN_351862","OR","44.636398","-123.280403","WGS84","User","276","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_351862","","1","20",""
"190","Personal","PPN_354824","OR","45.481300","-123.674202","WGS84","User","468","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_354824","","1","8",""
"193","Personal","PPN_362721","PA","40.005478","-78.384766","WGS84","User","312","Auto-USGS-WebService","Suburban","Pavement (such as asphalt, concrete, brick)","","","","Mostly evergreen trees (for example, pine or live oak)","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Plant Phenology Network station PPN_362721","","3","415",""
"194","Personal","PPN_369902","PA","40.810001","-77.919998","WGS84","User","411","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_369902","","1","2",""
"195","Personal","PPN_379901","RI","41.472607","-71.513901","WGS84","Google Maps","47","Auto-USGS-WebService","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","3 ft","200 ft","79 ac","","","","","","","","1","","","","","","Plant Phenology Network station PPN_379901","","8","133",""
"199","Personal","PPN_396227","SD","43.171783","-102.741508","WGS84","Google Maps","929","Auto-USGS-WebService","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","1320 ft","150 yd","","","","","","","","","","","","","","","Plant Phenology Network station PPN_396227","","1","2",""
"200","Personal","PPN_397277","SD","45.452557","-99.336052","WGS84","User","559","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_397277","","1","3",""
"203","Personal","PPN_409902","TN","35.639000","-83.689003","WGS84","User","417","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_409902","","1","28",""
"204","Personal","PPN_420788","UT","37.259998","-109.570000","WGS84","User","1329","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_420788","","3","14",""
"205","Personal","PPN_422798","UT","39.087337","-111.132439","WGS84","User","1805","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_422798","","3","377",""
"206","Personal","PPN_424764","UT","38.508770","-111.883911","WGS84","User","2111","User","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_424764","","4","335",""
"207","Personal","PPN_425186","UT","41.746399","-111.802002","WGS84","","1462","","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","15 ft","0.5 mi","","","","","","","","","","","","","","","Plant Phenology Network station PPN_425186","","4","299",""
"209","Personal","PPN_438556","VT","43.799999","-72.269997","WGS84","User","141","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_438556","","1","338",""
"214","Personal","PPN_455525","WA","47.883301","-121.889603","WGS84","User","110","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_455525","","2","151",""
"215","Personal","PPN_456624","WA","48.020302","-123.477997","WGS84","User","768","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_456624","","1","141",""
"217","Personal","PPN_470054","WI","43.387383","-88.022522","WGS84","User","268","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_470054","","7","1623",""
"218","Personal","PPN_470056","WI","43.517311","-90.664673","WGS84","Google Maps","258","Auto-USGS-WebService","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","A mixture of evergreen and deciduous trees","","In the middle of the slope","Southeast","","","","","","","","","","Plant Phenology Network station PPN_470056","","5","164",""
"220","Personal","PPN_471131","WI","46.667892","-91.573952","WGS84","Google Maps","252","Auto-USGS-WebService","Wildlands or semi-wildlands","Forest or woodland","10 yd","40 yd","10 ac","","","","","","","","","","","","","","Plant Phenology Network station PPN_471131","","3","124",""
"221","Personal","PPN_472851","WI","44.700157","-87.396927","WGS84","Google Maps","210","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_472851","","1","5",""
"222","Personal","PPN_473186","WI","46.244801","-91.807602","WGS84","User","339","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_473186","","1","9",""
"231","Personal","PPN_488997","WY","42.482990","-104.149590","WGS84","User","1483","Auto-USGS-WebService","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Plant Phenology Network station PPN_488997","","1","16",""
"232","Personal","PPN_489615","WY","42.070000","-104.570000","WGS84","User","1369","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_489615","","1","22",""
"233","Personal","PPN_820007","Canada","45.299999","-62.049999","WGS84","User","30","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_820007","","2","184",""
"258","Personal","PPN_9050002","CO","39.184269","-106.854614","WGS84","Google Maps","2438","User","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050002","","12","1268",""
"260","Personal","PPN_9050004","CO","39.900002","-104.699997","WGS84","User","1643","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050004","","1","25",""
"261","Personal","PPN_9050005","CO","39.098499","-104.834297","WGS84","User","2191","Google Elevation Service","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050005","","25","3658",""
"262","Personal","PPN_9050007","CO","40.200001","-105.000000","WGS84","","1","User","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050007","","1","3",""
"263","Personal","PPN_9050009","CO","40.587250","-104.963005","WGS84","User","1528","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050009","","8","36",""
"265","Personal","PPN_9050013","CO","38.193001","-104.824997","WGS84","User","1602","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050013","","3","36",""
"268","Personal","PPN_9050019","CO","39.845947","-105.402855","WGS84","User","2664","Auto-USGS-WebService","Urban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Plant Phenology Network station PPN_9050019","","1","10",""
"272","Personal","PPN_9050025","CO","39.299999","-108.900002","WGS84","User","1490","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050025","","5","386",""
"279","Personal","PPN_9050035","CO","39.353100","-104.504860","WGS84","Google Maps","1994","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050035","","10","5",""
"284","Personal","PPN_9050041","CO","40.447498","-104.686096","WGS84","User","1433","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050041","","1","5",""
"285","Personal","PPN_9050042","CO","40.372601","-105.133003","WGS84","User","1549","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050042","","1","1",""
"286","Personal","PPN_9050043","CO","39.483879","-105.243401","WGS84","User","2565","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050043","","2","16",""
"287","Personal","PPN_9050044","CO","40.372601","-105.133003","WGS84","User","1549","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050044","","1","5",""
"294","Personal","PPN_9050053","CO","39.679100","-104.417198","WGS84","User","1732","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050053","","1","4",""
"295","Personal","PPN_9050057","CO","39.099899","-104.763603","WGS84","User","2246","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050057","","5","27",""
"297","Personal","PPN_9050060","CO","39.566399","-107.350502","WGS84","User","1816","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050060","","14","5",""
"303","Personal","PPN_9050067","CO","38.029099","-107.627502","WGS84","User","2359","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050067","","1","8",""
"308","Personal","PPN_9050073","CO","40.140701","-102.218803","WGS84","User","1126","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050073","","2","55",""
"310","Personal","PPN_9050075","CO","38.983101","-104.690399","WGS84","User","2210","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050075","","37","6844",""
"312","Personal","PPN_9050077","CO","40.199249","-105.076782","WGS84","User","1532","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050077","","9","45",""
