Secondary_Species-Specific_Definition_ID,Phenophase_ID,Species_ID,Secondary_Species-Specific_Definition,Intensity_Category_ID,Sec_Sp-Sp_Def_Effective_Datetime,Sec_Sp-Sp_Def_Deactivation_Datetime,
"46","390","95","In Viburnum lantanoides, a berry is considered ripe when it is purple-black in color.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"47","390","84","In Prosopis glandulosa, a fruit is considered ripe when the seedpod has dried and turned brown.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"48","202","150","For Arisaema triphyllum, a berry is considered ripe when it is bright red in color.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"49","390","85","In Prosopis juliflora, a fruit is considered ripe when the seedpod has dried and turned brown.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"50","371","102","For Quercus rubra, the young leaf may appear pinkish.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"51","502","102","For Quercus rubra, the male flowers from which pollen is released are arranged on catkins. Where catkins are out of reach, pollen release may be estimated by observing the degree of catkin elongation and looseness. Once the initially compact catkins have unfolded and are hanging loosely, pollen will be released.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"52","483","16","Leaves of Fouquieria splendens unfold very rapidly, so if a leaf is visible, it is most likely already in the unfolded stage.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"53","201","16","In Fouquieria splendens, watch for the opening of the many small individual flowers on the large flower stalk (inflorescence).","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"54","501","69","For Cornus nuttallii, ignore the 4-8 large, white bracts and watch for the opening of the small flowers in the center of the showy bracts.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"55","390","69","For Cornus nuttallii, a fruit is considered ripe when it is bright red in color.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"56","202","194","For Trillium undulatum, a berry is considered ripe when it is bright red in color and plump.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"57","502","99","For Betula papyrifera, the male flowers from which pollen is released are arranged on catkins. Where catkins are out of reach, pollen release may be estimated by observing the degree of catkin elongation and looseness. Once the initially compact catkins have unfolded and are hanging loosely, pollen will be released.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"58","390","83","In Malus pumila, a fruit is considered ripe when it has reached the appropriate ripened color for the variety.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"59","390","88","In Prunus persica, a fruit is considered ripe when it is yellowish orange, pink or red in color.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"60","502","67","For Carya glabra, the male flowers from which pollen is released are arranged on catkins. Where catkins are out of reach, pollen release may be estimated by observing the degree of catkin elongation and looseness. Once the initially compact catkins have unfolded and are hanging loosely, pollen will be released.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"61","502","63","For Alnus rubra, the male flowers from which pollen is released are arranged on catkins. Where catkins are out of reach, pollen release may be estimated by observing the degree of catkin elongation and looseness. Once the initially compact catkins have unfolded and are hanging loosely, pollen will be released.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"62","371","3","For Acer rubrum, the young leaf could be reddish-green or red.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"63","202","192","For Trillium erectum, a berry is considered ripe when it is red to purple in color and plump.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"64","390","70","For Cornus sericea, a fruit is considered ripe when it is white to bluish in color.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"65","502","68","For Carya ovata, the male flowers from which pollen is released are arranged on catkins. Where catkins are out of reach, pollen release may be estimated by observing the degree of catkin elongation and looseness. Once the initially compact catkins have unfolded and are hanging loosely, pollen will be released.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"66","390","86","In Prunus dulcis, a fruit is considered ripe when the hull splits to expose the stone/nut.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"67","502","98","For Betula lenta, the male flowers from which pollen is released are arranged on catkins. Where catkins are out of reach, pollen release may be estimated by observing the degree of catkin elongation and looseness. Once the initially compact catkins have unfolded and are hanging loosely, pollen will be released.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"68","371","128","For evergreen Tamarix individuals, new leaves are generally located toward the tips of the stems and are a somewhat lighter shade of green than older leaves on the plant","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"69","390","65","For Amelanchier utahensis, a fruit is considered ripe when it is dark blue or black in color.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"70","202","17","For Fragaria virginiana, a berry is considered ripe when it is bright red in color.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"71","501","74","For Fraxinus americana, male and female flowers are petal-less and the stamens or pistil becomes clearly visible once the flower 'opens'.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"72","502","100","For Quercus alba, the male flowers from which pollen is released are arranged on catkins. Where catkins are out of reach, pollen release may be estimated by observing the degree of catkin elongation and looseness. Once the initially compact catkins have unfolded and are hanging loosely, pollen will be released.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"73","202","38","For Trillium grandiflorum, a berry is considered ripe when it is red to red-purple in color and plump.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"74","390","96","In Vitis vinifera, a fruit is considered ripe when it has reached the appropriate ripened color for the varietal.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"75","502","97","For Betula alleghaniensis, the male flowers from which pollen is released are arranged on catkins. Where catkins are out of reach, pollen release may be estimated by observing the degree of catkin elongation and looseness. Once the initially compact catkins have unfolded and are hanging loosely, pollen will be released.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"76","202","6","For Caltha palustris, a seed pod is considered ripe when it is purple in color and dried (no longer fleshy).","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"77","390","1","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"78","390","2","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"79","390","3","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"80","390","4","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"81","390","27","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2010-04-20 00:00:00"
"82","390","33","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"83","390","59","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"84","390","60","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"85","390","61","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"86","390","74","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"87","390","75","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"88","390","76","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"89","390","77","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2010-04-20 00:00:00"
"90","390","79","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"91","390","81","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2010-04-19 00:00:00"
"92","390","82","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"93","390","92","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"94","390","125","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"95","390","201","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"96","390","206","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"97","390","211","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"98","390","214","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"99","390","216","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"100","390","217","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"101","390","225","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"102","390","227","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"103","390","228","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"104","390","62","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"105","390","63","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"106","390","67","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"107","390","68","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"108","390","71","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"109","390","72","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"110","390","97","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"111","390","98","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"112","390","99","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"113","390","100","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"114","390","101","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"115","390","102","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"116","390","22","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"117","390","66","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"118","390","78","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"119","390","103","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"120","390","106","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"121","390","107","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"122","390","108","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"123","390","109","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"124","390","110","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"125","390","111","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"126","390","113","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"127","390","114","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"128","390","115","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"129","390","116","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"130","390","118","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"131","390","119","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"132","390","120","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"133","390","121","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"134","390","122","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"135","390","123","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"136","390","124","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"137","390","126","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"138","390","127","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"139","390","128","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"140","390","218","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"141","390","221","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"142","390","226","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"143","390","222","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"144","202","8","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"145","202","26","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"146","202","144","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"147","202","146","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"148","202","147","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"149","202","148","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"150","202","149","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"151","202","151","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"152","202","152","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"153","202","153","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"154","202","154","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"155","202","155","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"156","202","156","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"157","202","157","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"158","202","158","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"159","202","159","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"160","202","160","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"161","202","161","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"162","202","162","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"163","202","163","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"164","202","164","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"165","202","165","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"166","202","166","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"167","202","167","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"168","202","168","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"169","202","170","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"170","202","171","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"171","202","172","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"172","202","175","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"173","202","176","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"174","202","177","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"175","202","178","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"176","202","179","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"177","202","180","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"178","202","181","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"179","202","182","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"180","202","183","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"181","202","184","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"182","202","185","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"183","202","186","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"184","202","187","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"185","202","188","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"186","202","190","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"187","202","191","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"188","202","193","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"189","202","195","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"190","202","197","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"191","202","198","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"192","202","199","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"193","202","200","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"194","202","202","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"195","202","203","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"196","202","204","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"197","202","205","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"198","202","207","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"199","202","208","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"200","202","209","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"201","202","212","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"202","202","213","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
"203","202","223","Check back later in the season for specific information to identify ripe fruits for this species.","","2009-03-01 00:00:00","2011-03-20 00:00:00"
