Protocol_ID,Protocol_Name,Datasheet_Title,Datasheet_Subtitle,Suite_of_Phenophase_IDs,Protocol_Comments,
"37","Deciduous-pollen_2009","","","'371,483,180,181,182,183,184,502,196,390'",""
"310","NYBG_deciduous-tree_2009-2013","","","'371,483,180,181,182,183,184,501,186,390'",""
"47","Deciduous-flower-no fruit no 75_2009","","","'371,483,181,182,183,184,501,186'",""
"307","ADF_deciduous-shrub_2010","","","'483,181,183,186'",""
"308","ADF_northern-red-oak_2010","","","'483,181,183,504'",""
"309","ADF_red-maple_2010","","","'483,181,183,390'",""
"276","Deciduous-flower_2009_AT_4_Phenophase","","","'371,483,182,184'",""
"278","Deciduous-pollen_2009_AT","","","'371,483,182,184,390'",""
"38","Herb_2009","","","'482,488,200,201,202'",""
"43","Grass_2009","","","'492,489,200,494,227'",""
"44","Herb-no-flower_2009","","","'482,488,200,202'",""
"129","Sedge_2010","","","'492,497,200,494,227'",""
"25","Evergreen broadleaf_2008","","","'127,128,137,58,59,60'",""
"30","Specialized-MW-nectar plants_2008","","","'72'",""
"39","Cloned-lilac_2009","","","'373,374,205,206,207'",""
"45","Broadleaf evergreen-1location_2009","","","'232,233,201,202'",""
"46","Broadleaf evergreen-3leaf-1flower_2009","","","'371,484,201,202'",""
"50","Cactus_2009","","","'256,201,202'",""
"221","Cloned-lilac_2011","Lilacs","","'373,374,205,206,207'",""
"296","Herb_2009_AT","","","'201,202'",""
"41","Broadleaf evergreen_2009","","","'371,484,501,186,390'",""
"52","Ocotillo_2009","","","'483,501,186'",""
"106","Palm_2010","","","'501,186,516,390'",""
"277","Deciduous-flower_2009_AT_3_Phenophase","","","'501,186,390'",""
"311","NYBG_forb_2009-2013","","","'501,186,390'",""
"26","Herb_2008","","","'71,200,72,59,73'",""
"27","Larrea-tridentata_2008","","","'127,128,72,59,73'",""
"29","Specialized-MW-milkweeds_2008","","","'71,121,72,59,124,73'",""
"34","Herb-no fruit_2008","","","'71,200,72,59'",""
"40","Cloned-honeysuckle_2009","","","'373,374,210,211,207'",""
"222","Cloned-honeysuckle_2011","Cloned Honeysuckle","","'373,374,210,211,207'",""
"42","Conifer_2009","","","'480,485,503,221,393'",""
"48","Pine_2009","","","'496,486,503,221,393'",""
"49","Conifer-no-needles_2009","","","'503,221,393'",""
"51","Deciduous conifer_2009","","","'481,487,261,262,263,264,503,221,393'",""
"102","Broadleaf evergreen-pollen-fruit-drop_2010","","","'371,484,502,196,516,390,504'",""
"205","Conifer_2011","Conifers","","'480,485,490,495,503,392,393,491'",""
"206","Conifer-needle-bundles_2011","Conifers","(needle bundles)","'496,486,490,495,503,392,393,491'",""
"207","Conifer-deciduous_2011","Conifers","Deciduous","'481,487,499,472,490,495,503,392,393,491'",""
"208","Conifer-no-needles_2011","Conifers","(no needles)","'490,495,503,392,393,491'",""
"229","Conifer_2012","Conifers","","'480,485,490,495,503,392,393,491'",""
"230","Conifer-needle-bundles_2012","Conifers","(needle bundles)","'496,486,490,495,503,392,393,491'",""
"231","Conifer-deciduous_2012","Conifers","Deciduous","'481,487,499,472,490,495,503,392,393,491'",""
"232","Conifer-no-needles_2012","Conifers","(no needles)","'490,495,503,392,393,491'",""
"200","Forb_2011","Forbs","","'482,488,500,501,516,390,504'",""
"201","Forb-pollen_2011","Forbs","(with pollen)","'482,488,500,501,502,516,390,504'",""
"202","Forb-no-open-flower_2011","Forbs","(no open flowers)","'482,488,500,516,390,504'",""
"203","Grass_2011","Grasses","","'492,489,493,494,502,516,390,504'",""
"204","Sedge_2011","Sedges","","'492,497,493,494,502,516,390,504'",""
"217","Cactus_2011","Cacti","","'500,501,516,390,504'",""
"218","Evergreen-no-leaves_2011","Trees and Shrubs","Broadleaf evergreen (no leaves)","'500,501,516,390,504'",""
"219","Forb-one-flower_2011","Forbs","(single flower)","'482,488,500,501,516,390,504'",""
"223","Forb_2012","Forbs","","'482,488,500,501,516,390,504'",""
"224","Forb-pollen_2012","Forbs","(with pollen)","'482,488,500,501,502,516,390,504'",""
"225","Forb-no-open-flower_2012","Forbs","(no open flowers)","'482,488,500,516,390,504'",""
"226","Forb-evergreen_2012","Forbs","(evergreen)","'505,500,501,516,390,504'",""
"227","Grass_2012","Grasses","","'492,489,493,494,502,516,390,504'",""
"228","Sedge_2012","Sedges","","'492,497,493,494,502,516,390,504'",""
"235","Semi-deciduous-color_2012","Trees and Shrubs","Semi-deciduous (with leaf color)","'484,483,498,500,501,516,390,504'",""
"236","Semi-deciduous_2012","Trees and Shrubs","Semi-deciduous","'484,483,500,501,516,390,504'",""
"237","Semi-deciduous-pollen_2012","Trees and Shrubs","Semi-deciduous (with pollen)","'484,483,500,501,502,516,390,504'",""
"241","Evergreen-no-leaves_2012","Trees and Shrubs","Broadleaf evergreen (no leaves)","'500,501,516,390,504'",""
"242","Evergreen-no-leafbud_2012","Trees and Shrubs","Broadleaf evergreen (no leaf buds)","'484,500,501,516,390,504'",""
"243","Cactus_2012","Cacti","","'500,501,516,390,504'",""
"254","Evergreen-no-leafbud-pollen_2012","Trees and Shrubs","Broadleaf evergreen (with pollen, no leaf buds)","'484,500,501,502,516,390,504'",""
"255","Forb-no-initial-growth_2012","Forbs","(no initial growth)","'488,500,501,516,390,504'",""
"256","Rush_2012","Rushes","","'508,509,500,501,516,390,504'",""
"284","Deciduous_2011_AT_3_Phenophase","Trees and Shrubs","Deciduous","'500,501,390'",""
"286","Deciduous_2012_AT_3_Phenophase","Trees and Shrubs","Deciduous","'500,501,390'",""
"287","Forb-one-flower_2011_AT","Forbs","(single flower)","'500,501,390'",""
"288","Forb_2011_AT","Forbs","","'500,501,390'",""
"289","Forb_2012_AT","Forbs","","'500,501,390'",""
"58","Goose_2010","","","'292,293,296,297,315'",""
"59","Goldfinch_2010","","","'292,310,293,294,296,297,315,458'",""
"60","Songbird_2010","","","'292,310,293,294,296,297,315,458'",""
"61","Swallow_2010","","","'292,293,296,297,315'",""
"62","Loon_2010","","","'292,293,296,297,315'",""
"63","Shorebird_2010","","","'292,293,296,315'",""
"64","Flycatcher_2010","","","'292,293,294,296,297,315'",""
"65","Raptor_2010","","","'292,293,296,297,315'",""
"75","SmallMammal_2010","","","'292,344,315'",""
"76","SmallMammal-fruit-nut_2010","","","'292,310,311,344,315'",""
"77","Deer_2010","","","'292,339,344,315'",""
"78","Sheep_2010","","","'292,339,315'",""
"79","Bear_2010","","","'292,310,344,315'",""
"80","Pinnipeds_2010","","","'292,341,315'",""
"163","Mammal_2011","Mammals","","'292,446,344,315'",""
"164","Mammal-open-mating_2011","Mammals","(mating)","'292,446,341,344,315'",""
"165","Mammal-fruit_2011","Mammals","(fruit and seed eating)","'292,446,310,344,315'",""
"166","Mammal-fruit-nut_2011","Mammals","(nut gathering)","'292,446,310,311,344,315'",""
"167","Mammal-coat_2011","Mammals","(changing coat)","'292,446,344,454,455,315'",""
"168","Bovid_2011","Mammals","(with horns)","'292,446,339,341,344,315'",""
"169","Cervid_2011","Mammals","(with horns)","'292,446,339,341,344,315'",""
"170","Cervid-vocalizing_2011","Elk","","'292,446,338,339,341,344,315'",""
"173","Mammal-cryptic-feeding_2011","Mammals","(no feeding)","'292,344,315'",""
"174","Songbird_2011","Songbirds","","'292,446,310,457,293,294,296,297,315,458'",""
"175","Songbird-flower_2011","Songbirds","(flower visiting)","'292,446,310,457,312,293,294,296,297,315,458'",""
"176","Songbird-no-fruit_2011","Songbirds","(no fruit and seed eating)","'292,446,457,293,294,296,297,315,458'",""
"177","Songbird-plumage_2011","Songbirds","","'292,446,310,457,293,294,296,297,315,458'",""
"178","Hummingbird-singing_2011","Hummingbirds","","'292,446,457,312,293,294,296,297,315,458'",""
"179","Hummingbird_2011","Hummingbirds","(singing)","'292,446,457,312,293,296,297,315,458'",""
"180","Songbird-parasitic_2011","Cowbirds","","'292,446,310,457,293,294,296,315,458'",""
"181","Songbird-no-insect_2011","Songbirds","(no insect eating)","'292,446,310,293,294,296,297,315,458'",""
"182","Bird_2011","Birds","","'292,446,293,296,297,315,458'",""
"183","Bird-plumage_2011","Birds","","'292,446,293,296,297,315,458'",""
"184","Bird-plumage-no-territorial_2011","Birds","","'292,446,293,296,297,315,458'",""
"185","Bird-plumage-no-territorial-no-fledgling-feeding_2011","Birds","","'292,446,293,296,297,315,458'",""
"186","Bird-no-nestlings_2011","Birds","","'292,446,293,296,297,315,458'",""
"187","Shorebird_2011","Shorebirds","","'292,446,293,296,315'",""
"188","Shorebird-plumage_2011","Shorebirds","","'292,446,293,296,315'",""
"189","Shorebird-plumage-nestlings_2011","Shorebirds","","'292,446,293,296,315'",""
"190","DuckGoose_2011","Birds","","'292,446,293,296,297,315,458'",""
"191","DuckGoose-plumage_2011","Birds","","'292,446,293,296,297,315,458'",""
"192","Gamebird_2011","Gamebirds","","'292,446,310,457,293,296,297,315,458'",""
"193","Gamebird-fledgling-feeding_2011","Gamebirds","","'292,446,310,457,293,296,297,315,458'",""
"257","Songbird-flower-plumage_2012","Songbirds","(flower visiting)","'292,446,310,457,312,293,294,296,297,315,458'",""
"258","Bird-plumage-no-nestlings_2012","Birds","","'292,446,293,296,297,315,458'",""
"259","Shorebird-plumage-fledgling-feeding_2012","Shorebirds","","'292,446,293,296,315'",""
"260","Shorebird-fledgling-feeding_2012","Shorebirds","","'292,446,293,296,315'",""
"261","DuckGoose-territorial_2012","Birds","","'292,446,293,296,297,315,458'",""
"262","Bird-fruit-insect_2012","Birds","(fruit and seed eating)","'292,446,310,457,293,296,297,315,458'",""
"263","Bird-fruit-insect-nut-gathering_2012","Birds","(nut gathering)","'292,446,310,457,311,293,296,297,315,458'",""
"266","Bird-fruit-insect-nut-gathering-flower_2014","Birds","(nut gathering and flower visiting)","'292,446,310,457,311,312,293,296,297,315,458'",""
"312","DuckGoose-territorial-plumage_2015","Birds","","'292,446,293,296,297,315,458'",""
"54","Salamander_2010","","","'274,275,289'",""
"55","FrogToad_2010","","","'274,275,276,279,289'",""
"56","FrogToad-location-vocalizing_2010","","","'274,275,276,279,289'",""
"57","Salamander-mating_2010","","","'274,275,279,289'",""
"130","FrogToad-no-vocalizing_2011","Frogs and Toads","(no calls)","'274,275,445,279,289'",""
"131","Salamander-no-water-adults_2011","Salamanders","(no mating, no water)","'274,445,289'",""
"132","Salamander-mating-no-land-metamorph_2011","Salamanders","","'274,275,445,279,289'",""
"155","FrogToad_2011","Frogs and Toads","","'274,275,445,276,279,289'",""
"156","FrogToad-location-vocalizing_2011","Frogs and Toads","","'274,275,445,276,279,289'",""
"157","Salamander_2011","Salamanders","(no mating)","'274,275,445,289'",""
"158","Salamander-mating_2011","Salamanders","","'274,275,445,279,289'",""
"246","FrogToad_2012","Frogs and Toads","","'274,275,445,276,279,281,289'",""
"247","FrogToad-location-vocalizing_2012","Frogs and Toads","","'274,275,445,276,279,281,289'",""
"248","FrogToad-no-vocalizing_2012","Frogs and Toads","(no calls)","'274,275,445,279,281,289'",""
"249","Salamander_2012","Salamanders","(no mating)","'274,275,445,281,289'",""
"250","Salamander-mating_2012","Salamanders","","'274,275,445,279,281,289'",""
"251","Salamander-no-water-adults_2012","Salamanders","(no mating, no water)","'274,445,281,289'",""
"252","Salamander-mating-no-land-metamorph_2012","Salamanders","","'274,275,445,279,281,289'",""
"290","FrogToad-location-vocalizing_2010_AT","","","'274,275,276'",""
"291","FrogToad-location-vocalizing_2011_AT","Frogs and Toads","","'274,275,276'",""
"292","FrogToad-location-vocalizing_2012_AT","Frogs and Toads","","'274,275,276'",""
"293","FrogToad_2010_AT","","","'274,275,276'",""
"294","FrogToad_2011_AT","Frogs and Toads","","'274,275,276'",""
"295","FrogToad_2012_AT","Frogs and Toads","","'274,275,276'",""
"69","Eel_2010","","","'318,319,323,324'",""
"297","Songbird-flower_2011_AT","Songbirds","(flower visiting)","'293'",""
"298","Songbird_2010_AT","","","'293'",""
"299","Songbird_2011_AT","Songbirds","","'293'",""
"91","Bee_2010","","","'327,312,296,315'",""
"275","Scale_2014","Scale Insects","","'327,370,446,296,524,449,523'",""
"74","Caterpillar_2010","","","'333,336'",""
"84","Turtle_2010","","","'355,356,362,315'",""
"85","Turtle-no-courtship_2010","","","'355,356,362,315'",""
"86","Reptile_2010","","","'355,344,315'",""
"87","Reptile-birth_2010","","","'355,344,315'",""
"88","Reptile-water-birth_2010","","","'355,356,344,315'",""
"139","Reptile_2011","Snakes and Lizards","","'355,446,441,315'",""
"140","Reptile-water-nesting_2011","Turtles","","'355,356,446,362,441,315'",""
"141","Reptile-water-vocalizing_2011","Alligators","","'355,356,446,357,441,315'",""
"160","Reptile-birth_2011","Snakes and Lizards","","'355,446,344,315'",""
"161","Reptile-water-birth_2011","Snakes and Lizards","(live birth and water habitat)","'355,356,446,344,315'",""
"171","Pinniped_2011","Seals","","'452,453,446,344,315'",""
"172","Pinniped-combat_2011","Elephant seals","","'452,453,456,341,344,315'",""
"72","Butterfly_2010","","","'327,312,330,333,289,336,458,290'",""
"73","Moth_2010","","","'327,330,289,458,337,290'",""
"81","Odonate_2010","","","'327,350,349,289,290'",""
"82","Odonate-migrate_2010","","","'327,354,350,349,289,290'",""
"83","Odonate-migrate-larvae_2010","","","'327,354,350,349,289,290'",""
"89","PuncturedTigerBeetle_2010","","","'327,353,289'",""
"90","SixSpottedTigerBeetle_2010","","","'327,289'",""
"142","Odonate_2011","Dragonflies and Damselflies","","'327,445,350,349,289,290'",""
"143","Odonate-migrate_2011","Dragonflies and Damselflies","(with migration)","'327,445,354,350,349,289,290'",""
"144","Bee-nest-wood_2011","Bees","","'327,312,296,289'",""
"145","Butterfly_2011","Butterflies","","'327,312,330,333,447,289,336,458,290'",""
"146","Butterfly-migrate_2011","Butterflies","(with migration)","'327,312,444,330,333,447,289,336,458,290'",""
"147","Moth_2011","Moths","","'327,330,333,447,289,336,337,290'",""
"148","Moth-tent_2011","Moths","","'327,330,333,447,289,336,337,290'",""
"149","Moth-feeding_2011","Moths","(feeding)","'327,330,333,447,289,336,458,337,290'",""
"150","Moth-feeding-no-caterpillar_2011","Moths","(feeding, no caterpillars)","'327,330,289,458,337,290'",""
"151","Beetle_2011","Beetles","","'327,445,296,289,290'",""
"152","Beetle-light_2011","Beetles","(attracted to light)","'327,445,296,289,337,290'",""
"153","Mayfly_2011","Mayflies and Stoneflies","","'327,363,289,290'",""
"154","Stonefly_2011","Stoneflies","","'327,363,289,290'",""
"162","Grasshopper_2011","Grasshoppers","","'327,445,296,449,450,289,451,290'",""
"194","Bee_2011","Bees","","'327,312,296,289'",""
"245","Moth-tent_2012","Moths","(with tent)","'327,330,333,506,447,289,336,337,290'",""
"253","Mayfly_2012","Mayflies","","'327,363,507,289,290'",""
"267","Bee-ground-nest_2014","Bees","","'327,370,312,296,517,520,289,291'",""
"268","Bee-hive-open_2014","Bees","(honeybee)","'327,370,312,296,518,519,520,521,367,522,289,291'",""
"269","Bee-wood-nest_2014","Bees","","'327,370,312,296,442,520,289,291'",""
"270","Bee_2014","Bees","","'327,370,312,296,518,520,289,291'",""
"271","Moth_2014","Moths","","'327,330,333,447,289,336,337,290,291'",""
"272","Moth-tent_2014","Moths","(with tent)","'327,330,333,506,447,289,336,337,290,291'",""
"273","Moth-feeding_2014","Moths","(feeding)","'327,330,333,447,289,336,458,337,290,291'",""
"274","Moth-feeding-no-caterpillar_2014","Moths","(feeding, no caterpillars)","'327,330,289,458,337,290,291'",""
"66","AnadromousFish_2010","","","'318,319,322,448,326,290'",""
"68","AnadromousFish-downstream_2010","","","'318,319,322,323,326,290'",""
"70","FreshwaterFish_2010","","","'318,326,290'",""
"71","FreshwaterFish-migrate_2010","","","'318,323,326,290'",""
"133","AnadromousFish-downstream_2011","Anadromous Fish","(return to sea)","'318,319,445,322,323,448,326,290'",""
"134","Eel_2011","Eels","","'318,319,445,323,324,448,326,290'",""
"135","FreshwaterFish_2011","Freshwater Fish","","'318,445,448,326,290'",""
"136","FreshwaterFish-migrate_2011","Freshwater Fish","(with migration)","'318,445,323,448,326,290'",""
"137","SaltwaterFish_2011","Saltwater Fish","","'319,445,440,448,326,290'",""
"138","SaltwaterFish-no-spawn_2011","Saltwater Fish","","'319,445,440,448,326,290'",""
"159","AnadromousFish_2011","Anadromous Fish","","'318,319,445,322,448,326,290'",""
"314","Aphid_2015","Aphids","","'327,445,525,296,449,450,523,526,290'",""
"315","Aphid-no-males_2015","Aphids","(no mating)","'327,445,525,449,450,523,526,290'",""
