ObservedBy_Person_ID,Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Species_Functional_Type,Individual_ID,Plant_Nickname,Phenophase_ID,Phenophase_Category,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumDays_in_Series,Multiple_Observers,Multiple_FirstY,
"'324'","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6077","quaking aspen-3","390","Fruits","Ripe fruits","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","0","0"
"'324'","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6076","quaking aspen-2","467","Leaves","Increasing leaf size","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","0","0"
"'324'","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6077","quaking aspen-3","467","Leaves","Increasing leaf size","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","0","0"
"'324'","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6076","quaking aspen-2","483","Leaves","Leaves","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","0","0"
"'324'","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6077","quaking aspen-3","483","Leaves","Leaves","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","0","0"
"'324'","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6076","quaking aspen-2","500","Flowers","Flowers or flower buds","2015","3","27","86","2457109","12","2015","4","5","95","2457118","44","10","0","0"
"'324'","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6076","quaking aspen-2","501","Flowers","Open flowers","2015","3","27","86","2457109","12","2015","4","5","95","2457118","44","10","0","0"
"'324'","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6076","quaking aspen-2","502","Flowers","Pollen release (flowers)","2015","3","27","86","2457109","12","2015","4","5","95","2457118","44","10","0","0"
"'324'","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6076","quaking aspen-2","516","Fruits","Fruits","2015","4","5","95","2457118","9","2015","5","19","139","2457162","-9999","45","0","0"
"'324'","261","PPN_9050005","39.098499","-104.834297","2191","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6077","quaking aspen-3","516","Fruits","Fruits","2015","5","19","139","2457162","44","2015","5","19","139","2457162","-9999","1","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8408","PP01","392","Seed cones","Unripe seed cones","2015","6","17","168","2457191","8","2015","11","28","332","2457355","5","165","0","1"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8408","PP01","392","Seed cones","Unripe seed cones","2015","12","5","339","2457362","2","2015","12","31","365","2457388","-9999","27","0","1"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8409","PP02","392","Seed cones","Unripe seed cones","2015","7","13","194","2457217","49","2015","7","31","212","2457235","35","19","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8408","PP01","486","Needles","Young needles (pines)","2015","7","13","194","2457217","19","2015","7","25","206","2457229","6","13","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8409","PP02","486","Needles","Young needles (pines)","2015","7","13","194","2457217","19","2015","7","25","206","2457229","6","13","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8408","PP01","490","Pollen cones","Pollen cones (conifers)","2015","5","25","145","2457168","8","2015","6","24","175","2457198","19","31","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8409","PP02","490","Pollen cones","Pollen cones (conifers)","2015","4","24","114","2457137","13","2015","6","24","175","2457198","19","62","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8408","PP01","495","Pollen cones","Open pollen cones (conifers)","2015","6","17","168","2457191","8","2015","6","24","175","2457198","19","8","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8409","PP02","495","Pollen cones","Open pollen cones (conifers)","2015","6","9","160","2457183","9","2015","6","24","175","2457198","19","16","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8408","PP01","496","Needles","Emerging needles (pines)","2015","6","9","160","2457183","9","2015","6","24","175","2457198","19","16","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8409","PP02","496","Needles","Emerging needles (pines)","2015","5","7","127","2457150","5","2015","6","24","175","2457198","19","49","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8408","PP01","503","Pollen cones","Pollen release (conifers)","2015","6","17","168","2457191","8","2015","6","24","175","2457198","19","8","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","8409","PP02","503","Pollen cones","Pollen release (conifers)","2015","6","9","160","2457183","9","2015","6","24","175","2457198","19","16","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6674","QA01","371","Leaves","Breaking leaf buds","2015","5","7","127","2457150","5","2015","5","25","145","2457168","6","19","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","8384","QA-02","371","Leaves","Breaking leaf buds","2015","5","7","127","2457150","5","2015","5","25","145","2457168","6","19","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6674","QA01","467","Leaves","Increasing leaf size","2015","5","7","127","2457150","5","2015","6","24","175","2457198","19","49","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","8384","QA-02","467","Leaves","Increasing leaf size","2015","5","7","127","2457150","5","2015","6","9","160","2457183","8","34","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6674","QA01","471","Leaves","Falling leaves","2015","9","7","250","2457273","3","2015","10","15","288","2457311","7","39","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","8384","QA-02","471","Leaves","Falling leaves","2015","9","7","250","2457273","3","2015","10","8","281","2457304","3","32","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6674","QA01","483","Leaves","Leaves","2015","5","7","127","2457150","5","2015","10","15","288","2457311","7","162","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","8384","QA-02","483","Leaves","Leaves","2015","5","7","127","2457150","5","2015","10","8","281","2457304","3","155","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","6674","QA01","498","Leaves","Colored leaves","2015","9","7","250","2457273","3","2015","10","15","288","2457311","7","39","0","0"
"'2766'","2803","PPN_9050018","39.971001","-105.397003","2397","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","8384","QA-02","498","Leaves","Colored leaves","2015","8","28","240","2457263","26","2015","10","8","281","2457304","3","42","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","40123","ponderosa pine-2","392","Seed cones","Unripe seed cones","2015","3","22","81","2457104","-9999","2015","3","22","81","2457104","5","1","0","1"
"'14787,26822'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","40123","ponderosa pine-2","392","Seed cones","Unripe seed cones","2015","3","29","88","2457111","2","2015","10","25","298","2457321","-9999","211","1","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63500","ponderosa pine-1","392","Seed cones","Unripe seed cones","2015","3","22","81","2457104","-9999","2015","3","22","81","2457104","5","1","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63500","ponderosa pine-1","392","Seed cones","Unripe seed cones","2015","3","29","88","2457111","2","2015","4","5","95","2457118","6","8","0","1"
"'14787,13950'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63500","ponderosa pine-1","392","Seed cones","Unripe seed cones","2015","4","18","108","2457131","7","2015","9","6","249","2457272","-9999","142","1","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63501","ponderosa pine-3","392","Seed cones","Unripe seed cones","2015","3","22","81","2457104","-9999","2015","3","22","81","2457104","5","1","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63501","ponderosa pine-3","392","Seed cones","Unripe seed cones","2015","3","29","88","2457111","2","2015","6","16","167","2457190","30","80","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","40123","ponderosa pine-2","393","Seed cones","Ripe seed cones","2015","9","20","263","2457286","14","2015","9","20","263","2457286","35","1","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63501","ponderosa pine-3","393","Seed cones","Ripe seed cones","2015","5","31","151","2457174","10","2015","6","16","167","2457190","13","17","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","40123","ponderosa pine-2","486","Needles","Young needles (pines)","2015","5","3","123","2457146","8","2015","6","16","167","2457190","13","45","0","0"
"'14787,13950'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63500","ponderosa pine-1","486","Needles","Young needles (pines)","2015","5","3","123","2457146","8","2015","6","16","167","2457190","13","45","1","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63501","ponderosa pine-3","486","Needles","Young needles (pines)","2015","5","3","123","2457146","8","2015","5","12","132","2457155","9","10","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63501","ponderosa pine-3","486","Needles","Young needles (pines)","2015","5","31","151","2457174","10","2015","6","16","167","2457190","13","17","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","40123","ponderosa pine-2","490","Pollen cones","Pollen cones (conifers)","2015","4","18","108","2457131","7","2015","5","31","151","2457174","16","44","0","1"
"'26822'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","40123","ponderosa pine-2","490","Pollen cones","Pollen cones (conifers)","2015","10","11","284","2457307","21","2015","10","11","284","2457307","14","1","0","1"
"'14787,13950'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63500","ponderosa pine-1","490","Pollen cones","Pollen cones (conifers)","2015","3","22","81","2457104","-9999","2015","5","12","132","2457155","9","52","1","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63500","ponderosa pine-1","490","Pollen cones","Pollen cones (conifers)","2015","5","31","151","2457174","10","2015","5","31","151","2457174","16","1","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","40123","ponderosa pine-2","491","Seed cones","Recent cone or seed drop","2015","10","25","298","2457321","49","2015","10","25","298","2457321","-9999","1","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","40123","ponderosa pine-2","495","Pollen cones","Open pollen cones (conifers)","2015","5","21","141","2457164","9","2015","5","31","151","2457174","16","11","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63500","ponderosa pine-1","495","Pollen cones","Open pollen cones (conifers)","2015","5","3","123","2457146","8","2015","5","3","123","2457146","4","1","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63500","ponderosa pine-1","495","Pollen cones","Open pollen cones (conifers)","2015","5","12","132","2457155","5","2015","5","12","132","2457155","9","1","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","40123","ponderosa pine-2","496","Needles","Emerging needles (pines)","2015","4","25","115","2457138","7","2015","5","3","123","2457146","9","9","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63500","ponderosa pine-1","496","Needles","Emerging needles (pines)","2015","4","25","115","2457138","7","2015","5","3","123","2457146","4","9","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63501","ponderosa pine-3","496","Needles","Emerging needles (pines)","2015","5","3","123","2457146","8","2015","5","3","123","2457146","18","1","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63501","ponderosa pine-3","496","Needles","Emerging needles (pines)","2015","6","16","167","2457190","16","2015","6","16","167","2457190","13","1","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","40123","ponderosa pine-2","503","Pollen cones","Pollen release (conifers)","2015","5","21","141","2457164","9","2015","5","31","151","2457174","16","11","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63500","ponderosa pine-1","503","Pollen cones","Pollen release (conifers)","2015","5","3","123","2457146","8","2015","5","3","123","2457146","4","1","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","25","Pinus","ponderosa","ponderosa pine","Evergreen conifer","63500","ponderosa pine-1","503","Pollen cones","Pollen release (conifers)","2015","5","12","132","2457155","5","2015","5","12","132","2457155","9","1","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63502","quaking aspen-1","371","Leaves","Breaking leaf buds","2015","4","5","95","2457118","7","2015","4","5","95","2457118","6","1","0","1"
"'13950'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63502","quaking aspen-1","371","Leaves","Breaking leaf buds","2015","5","7","127","2457150","4","2015","5","7","127","2457150","5","1","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63503","quaking aspen-2","371","Leaves","Breaking leaf buds","2015","4","5","95","2457118","7","2015","4","5","95","2457118","6","1","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63504","quaking aspen-3","371","Leaves","Breaking leaf buds","2015","4","5","95","2457118","7","2015","4","5","95","2457118","6","1","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63502","quaking aspen-1","390","Fruits","Ripe fruits","2015","4","11","101","2457124","6","2015","4","18","108","2457131","7","8","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63502","quaking aspen-1","467","Leaves","Increasing leaf size","2015","4","11","101","2457124","6","2015","5","3","123","2457146","4","23","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63502","quaking aspen-1","467","Leaves","Increasing leaf size","2015","5","12","132","2457155","5","2015","5","31","151","2457174","16","20","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63503","quaking aspen-2","467","Leaves","Increasing leaf size","2015","4","5","95","2457118","7","2015","5","31","151","2457174","16","57","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63504","quaking aspen-3","467","Leaves","Increasing leaf size","2015","4","5","95","2457118","7","2015","5","31","151","2457174","16","57","0","0"
"'26822'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63502","quaking aspen-1","471","Leaves","Falling leaves","2015","10","11","284","2457307","21","2015","10","11","284","2457307","-9999","1","0","0"
"'14787,13950,26822'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63502","quaking aspen-1","483","Leaves","Leaves","2015","4","11","101","2457124","6","2015","10","11","284","2457307","-9999","184","1","0"
"'14787,26822'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63503","quaking aspen-2","483","Leaves","Leaves","2015","4","5","95","2457118","7","2015","10","25","298","2457321","-9999","204","1","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63504","quaking aspen-3","483","Leaves","Leaves","2015","4","5","95","2457118","7","2015","10","25","298","2457321","-9999","204","0","0"
"'26822'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63502","quaking aspen-1","498","Leaves","Colored leaves","2015","10","11","284","2457307","21","2015","10","11","284","2457307","-9999","1","0","0"
"'26822'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63503","quaking aspen-2","498","Leaves","Colored leaves","2015","10","11","284","2457307","21","2015","10","11","284","2457307","14","1","0","0"
"'14787,13950'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63502","quaking aspen-1","500","Flowers","Flowers or flower buds","2015","3","22","81","2457104","-9999","2015","4","5","95","2457118","6","15","1","0"
"'14787,13950'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63502","quaking aspen-1","501","Flowers","Open flowers","2015","3","22","81","2457104","-9999","2015","4","5","95","2457118","6","15","1","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63502","quaking aspen-1","504","Fruits","Recent fruit or seed drop","2015","4","11","101","2457124","6","2015","4","18","108","2457131","7","8","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","27","Populus","tremuloides","quaking aspen","Deciduous broadleaf","63502","quaking aspen-1","516","Fruits","Fruits","2015","4","11","101","2457124","6","2015","4","18","108","2457131","7","8","0","0"
"'20498'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","105","Artemisia","tridentata","big sagebrush","Evergreen broadleaf","40118","big sagebrush-PBB","390","Fruits","Ripe fruits","2015","10","5","278","2457301","12","2015","11","13","317","2457340","7","40","0","0"
"'20498,13950'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","105","Artemisia","tridentata","big sagebrush","Evergreen broadleaf","40118","big sagebrush-PBB","483","Leaves","Leaves","2015","3","25","84","2457107","7","2015","12","4","338","2457361","-9999","255","1","0"
"'20498'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","105","Artemisia","tridentata","big sagebrush","Evergreen broadleaf","40118","big sagebrush-PBB","484","Leaves","Young leaves (tree/shrub)","2015","4","29","119","2457142","28","2015","4","29","119","2457142","8","1","0","0"
"'20498'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","105","Artemisia","tridentata","big sagebrush","Evergreen broadleaf","40118","big sagebrush-PBB","500","Flowers","Flowers or flower buds","2015","8","15","227","2457250","16","2015","8","20","232","2457255","6","6","0","1"
"'20498'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","105","Artemisia","tridentata","big sagebrush","Evergreen broadleaf","40118","big sagebrush-PBB","500","Flowers","Flowers or flower buds","2015","9","2","245","2457268","7","2015","9","30","273","2457296","5","29","0","1"
"'20498'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","105","Artemisia","tridentata","big sagebrush","Evergreen broadleaf","40118","big sagebrush-PBB","501","Flowers","Open flowers","2015","9","23","266","2457289","14","2015","10","5","278","2457301","23","13","0","0"
"'20498'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","105","Artemisia","tridentata","big sagebrush","Evergreen broadleaf","40118","big sagebrush-PBB","502","Flowers","Pollen release (flowers)","2015","9","23","266","2457289","14","2015","9","23","266","2457289","12","1","0","0"
"'20498'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","105","Artemisia","tridentata","big sagebrush","Evergreen broadleaf","40118","big sagebrush-PBB","504","Fruits","Recent fruit or seed drop","2015","10","15","288","2457311","22","2015","11","13","317","2457340","7","30","0","0"
"'20498'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","105","Artemisia","tridentata","big sagebrush","Evergreen broadleaf","40118","big sagebrush-PBB","516","Fruits","Fruits","2015","9","23","266","2457289","14","2015","11","2","306","2457329","11","41","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","148","Aquilegia","caerulea","Colorado blue columbine","Forb","63495","Colorado blue columbine-3","390","Fruits","Ripe fruits","2015","8","20","232","2457255","17","2015","8","20","232","2457255","17","1","0","0"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","148","Aquilegia","caerulea","Colorado blue columbine","Forb","63493","Colorado blue columbine-1","482","Leaves","Initial growth (forbs)","2015","3","22","81","2457104","-9999","2015","3","22","81","2457104","5","1","0","1"
"'14787'","8309","DBG-York Street","39.731804","-104.961166","1640","CO","148","Aquilegia","caerulea","Colorado blue columbine","Forb","63493","Colorado blue columbine-1","482","Leaves","Initial growth (forbs)","2015","3","29","88","2457111","2","2015","4","11","101","2457124","7","14","0","1"
